date,open,high,low,close,volume,average,barCount
2025-11-04 17:20:00-05:00,101213.75,101220.5,101075.25,101147.25,0.91765013,101131.0,65
2025-11-04 17:21:00-05:00,101131.5,101224.25,101084.0,101224.25,0.17141415,101130.4,48
2025-11-04 17:22:00-05:00,101224.25,101224.25,101115.25,101115.25,0.06013649,101178.425,53
2025-11-04 17:23:00-05:00,101115.5,101115.5,100954.25,100954.75,0.20602625,100974.7,55
2025-11-04 17:24:00-05:00,100954.75,101057.0,100954.75,101057.0,0.27205484,100991.275,48
2025-11-04 17:25:00-05:00,101092.25,102007.5,100966.25,100966.25,0.33514195,101059.75,55
2025-11-04 17:26:00-05:00,100945.25,101023.0,100918.0,100998.0,0.32769614,100987.375,68
2025-11-04 17:27:00-05:00,100998.0,101092.0,100997.75,101079.5,0.23480033,101046.55,65
2025-11-04 17:28:00-05:00,101079.75,101079.75,101008.5,101040.75,0.07201091,101045.225,45
2025-11-04 17:29:00-05:00,101041.0,101121.75,101031.25,101121.75,0.11437981,101069.2,47
2025-11-04 17:30:00-05:00,101094.5,101240.25,101086.0,101215.0,0.15474429,101183.45,45
2025-11-04 17:31:00-05:00,101215.0,101248.0,101120.5,101244.25,0.22882523,101161.4,61
2025-11-04 17:32:00-05:00,101244.25,101273.5,101227.25,101268.0,0.50235804,101266.4,52
2025-11-04 17:33:00-05:00,101294.5,101344.0,101294.5,101344.0,0.18021451,101316.35,42
2025-11-04 17:34:00-05:00,101344.25,101565.5,101344.25,101565.5,0.72702567,101414.75,61
2025-11-04 17:35:00-05:00,101565.5,101690.75,101565.25,101659.5,0.12828933,101638.275,46
2025-11-04 17:36:00-05:00,101659.5,101842.25,101598.25,101606.25,0.21595347,101756.875,56
2025-11-04 17:37:00-05:00,101573.0,101573.0,101353.75,101390.75,0.17149454,101415.625,67
2025-11-04 17:38:00-05:00,101390.5,101514.5,101341.0,101500.25,0.0966818,101400.45,52
2025-11-04 17:39:00-05:00,101523.75,101543.25,101472.25,101481.0,0.15217837,101494.0,49
2025-11-04 17:40:00-05:00,101481.25,101482.25,101352.75,101353.0,0.37393003,101407.775,53
2025-11-04 17:41:00-05:00,101346.0,101403.0,101251.5,101403.0,0.20540623,101323.9,57
2025-11-04 17:42:00-05:00,101403.0,101536.25,101394.0,101410.25,0.76547795,101410.45,66
2025-11-04 17:43:00-05:00,101410.25,101410.25,101148.0,101148.0,0.34044403,101270.925,64
2025-11-04 17:44:00-05:00,101148.0,101159.5,101025.25,101159.5,1.47528784,101060.2,68
2025-11-04 17:45:00-05:00,101157.0,101309.25,101157.0,101283.0,0.11836097,101245.8,58
2025-11-04 17:46:00-05:00,101283.25,101382.25,101283.25,101291.25,0.16645103,101311.075,59
2025-11-04 17:47:00-05:00,101291.5,101301.0,101182.5,101301.0,0.84916307,101207.3,58
2025-11-04 17:48:00-05:00,101284.25,101381.25,101220.0,101363.75,1.3042217,101265.6,76
2025-11-04 17:49:00-05:00,101360.75,101360.75,101145.75,101149.0,0.40240754,101192.25,63
2025-11-04 17:50:00-05:00,101149.5,101149.5,100991.0,100991.0,0.14241559,101022.75,58
2025-11-04 17:51:00-05:00,100991.25,101068.0,100891.75,101028.75,0.59178918,100934.875,68
2025-11-04 17:52:00-05:00,101029.0,101124.5,101028.75,101038.25,0.2210902,101077.375,66
2025-11-04 17:53:00-05:00,101038.5,101135.5,101036.75,101068.0,0.14302354,101071.525,58
2025-11-04 17:54:00-05:00,101031.75,101039.75,101005.5,101039.75,0.13020202,101014.875,43
2025-11-04 17:55:00-05:00,101039.75,101128.75,101039.5,101128.75,0.0777674,101084.75,39
2025-11-04 17:56:00-05:00,101146.5,101150.25,101005.75,101005.75,0.0359064,101145.0,42
2025-11-04 17:57:00-05:00,101005.75,101075.5,101005.75,101074.25,0.05743308,101069.35,58
2025-11-04 17:58:00-05:00,101074.25,101116.75,101005.75,101116.75,0.13220513,101021.35,37
2025-11-04 17:59:00-05:00,101056.5,101264.5,101056.5,101264.5,0.21083063,101129.525,56
2025-11-04 18:00:00-05:00,101270.75,101270.75,101097.25,101105.5,0.06836494,101193.875,44
2025-11-04 18:01:00-05:00,101105.5,101287.25,101048.25,101287.25,0.0864322,101193.125,46
2025-11-04 18:02:00-05:00,101293.25,101299.5,101146.25,101204.25,0.0881409,101231.775,49
2025-11-04 18:03:00-05:00,101250.0,101330.25,101188.75,101313.0,0.09608909,101245.8,57
2025-11-04 18:04:00-05:00,101313.0,101359.75,101304.75,101318.75,0.07485847,101338.825,40
2025-11-04 18:05:00-05:00,101318.75,101530.5,101318.75,101462.0,0.14278167,101393.875,49
2025-11-04 18:06:00-05:00,101462.0,101462.0,101181.75,101181.75,0.06763045,101255.4,52
2025-11-04 18:07:00-05:00,101165.5,101181.5,101092.25,101094.75,0.16494607,101143.925,48
2025-11-04 18:08:00-05:00,101092.5,101169.5,101092.5,101103.75,0.04631515,101139.475,56
2025-11-04 18:09:00-05:00,101090.0,101090.0,101040.75,101089.75,0.07186794,101051.925,43
2025-11-04 18:10:00-05:00,101089.75,101094.75,101044.0,101044.5,0.04198004,101054.65,54
2025-11-04 18:11:00-05:00,101044.5,101154.75,101044.5,101076.0,0.08480686,101089.1,54
2025-11-04 18:12:00-05:00,101075.75,101075.75,100895.75,100969.25,0.24805396,100968.05,58
2025-11-04 18:13:00-05:00,100969.25,101078.5,100969.25,101078.5,0.06920578,101005.05,50
2025-11-04 18:14:00-05:00,101078.5,101255.75,101078.5,101255.75,0.10636435,101167.125,46
2025-11-04 18:15:00-05:00,101319.0,101319.0,101198.0,101206.0,0.53997455,101207.6,56
2025-11-04 18:16:00-05:00,101163.25,101176.75,101140.75,101161.75,0.08670467,101170.25,52
2025-11-04 18:17:00-05:00,101161.5,101161.75,101107.0,101132.5,0.10442391,101128.025,58
2025-11-04 18:18:00-05:00,101132.5,101169.5,101092.25,101169.5,0.25397063,101100.35,47
2025-11-04 18:19:00-05:00,101169.25,101169.5,101125.25,101125.5,0.04999745,101144.675,40
2025-11-04 18:20:00-05:00,101125.5,101166.75,101030.25,101050.0,0.20575124,101079.55,41
2025-11-04 18:21:00-05:00,101050.0,101093.75,101049.75,101093.75,0.0420099,101059.925,42
2025-11-04 18:22:00-05:00,101093.75,101119.0,101093.75,101113.75,0.02858417,101113.7,38
2025-11-04 18:23:00-05:00,101114.75,101150.25,101106.5,101122.75,0.14369414,101113.05,46
2025-11-04 18:24:00-05:00,101123.0,101150.25,101122.75,101123.0,0.07252999,101141.825,46
2025-11-04 18:25:00-05:00,101123.0,101123.0,101022.0,101040.5,0.06760877,101049.475,34
2025-11-04 18:26:00-05:00,101040.75,101083.5,101039.75,101083.5,0.08749446,101044.775,44
2025-11-04 18:27:00-05:00,101100.25,101123.5,101100.0,101123.5,0.19675563,101106.775,52
2025-11-04 18:28:00-05:00,101123.5,101146.25,101123.25,101146.25,0.07889662,101142.375,42
2025-11-04 18:29:00-05:00,101146.25,101259.75,101059.75,101231.25,0.49895646,101079.7,51
2025-11-04 18:30:00-05:00,101231.5,101231.5,101124.25,101124.25,0.38093885,101189.3,49
2025-11-04 18:31:00-05:00,101111.25,101186.75,101110.0,101144.25,0.2444861,101157.15,51
2025-11-04 18:32:00-05:00,101159.75,101190.75,101159.75,101172.5,0.11644935,101176.3,50
2025-11-04 18:33:00-05:00,101172.5,101172.5,101084.5,101110.5,0.09665816,101126.075,34
2025-11-04 18:34:00-05:00,101110.25,101125.5,101110.0,101112.25,0.03880911,101113.35,32
2025-11-04 18:35:00-05:00,101112.5,101206.5,101101.25,101206.5,0.15055487,101126.35,44
2025-11-04 18:36:00-05:00,101206.5,101206.5,101161.25,101206.0,0.24506797,101200.425,46
2025-11-04 18:37:00-05:00,101203.5,101278.75,101180.5,101278.5,0.06454188,101196.275,29
2025-11-04 18:38:00-05:00,101278.75,101290.25,101178.0,101178.25,0.23197388,101226.775,55
2025-11-04 18:39:00-05:00,101204.5,101204.75,101178.0,101180.25,0.06541541,101185.15,45
2025-11-04 18:40:00-05:00,101183.25,101192.75,101162.75,101182.75,0.17452169,101180.95,47
2025-11-04 18:41:00-05:00,101182.75,101247.75,101162.5,101247.75,0.12186374,101178.25,38
2025-11-04 18:42:00-05:00,101247.75,101375.5,101247.5,101362.75,0.11120917,101326.275,51
2025-11-04 18:43:00-05:00,101362.75,101385.0,101305.5,101347.0,0.23316104,101345.6,51
2025-11-04 18:44:00-05:00,101347.0,101390.25,101285.5,101390.25,0.18439884,101352.675,44
2025-11-04 18:45:00-05:00,101390.25,101390.25,101334.25,101381.25,0.07257679,101368.925,47
2025-11-04 18:46:00-05:00,101381.25,101541.75,101373.5,101541.75,0.12528556,101424.3,39
2025-11-04 18:47:00-05:00,101553.0,101608.5,101476.75,101584.25,0.11329445,101522.55,56
2025-11-04 18:48:00-05:00,101562.0,101562.0,101500.25,101500.25,0.06282252,101532.125,45
2025-11-04 18:49:00-05:00,101500.25,101546.25,101466.25,101546.0,0.11450581,101498.575,55
2025-11-04 18:50:00-05:00,101546.25,101601.5,101526.75,101599.0,1.1228418,101543.75,53
2025-11-04 18:51:00-05:00,101612.0,101624.0,101588.75,101624.0,0.06578727,101601.9,48
2025-11-04 18:52:00-05:00,101624.0,101625.75,101615.0,101624.0,0.14572993,101622.35,42
2025-11-04 18:53:00-05:00,101606.25,101712.75,101595.75,101672.75,0.85462557,101613.35,56
2025-11-04 18:54:00-05:00,101672.75,101682.75,101612.75,101632.25,0.08310059,101628.475,44
2025-11-04 18:55:00-05:00,101632.25,101691.25,101615.25,101636.0,0.30050618,101642.275,38
2025-11-04 18:56:00-05:00,101646.0,101721.75,101646.0,101662.5,0.02721692,101672.55,34
2025-11-04 18:57:00-05:00,101662.5,101662.5,101569.5,101632.5,0.10990315,101595.625,44
2025-11-04 18:58:00-05:00,101632.5,101632.5,101559.0,101578.5,0.07293075,101608.625,38
2025-11-04 18:59:00-05:00,101563.25,101563.25,101486.25,101503.0,0.16920865,101499.975,43
2025-11-04 19:00:00-05:00,101508.25,101595.75,101413.75,101595.75,0.32554592,101485.975,50
2025-11-04 19:01:00-05:00,101649.25,101734.75,101649.25,101734.75,0.04633003,101689.975,32
2025-11-04 19:02:00-05:00,101735.0,101735.0,101657.25,101657.25,0.0907148,101711.2,42
2025-11-04 19:03:00-05:00,101636.75,101636.75,101444.0,101468.75,0.06195122,101537.425,39
2025-11-04 19:04:00-05:00,101463.25,101463.25,101349.0,101356.5,1.06904516,101423.125,50
2025-11-04 19:05:00-05:00,101356.5,101438.25,101335.0,101366.5,0.14022845,101394.825,59
2025-11-04 19:06:00-05:00,101366.5,101366.5,101177.0,101192.0,0.26670646,101250.65,61
2025-11-04 19:07:00-05:00,101192.0,101238.0,101192.0,101220.25,0.05756602,101216.35,50
2025-11-04 19:08:00-05:00,101220.0,101223.5,101202.0,101223.5,0.15088112,101216.225,52
2025-11-04 19:09:00-05:00,101223.5,101272.0,101121.5,101121.75,0.17757129,101219.725,48
2025-11-04 19:10:00-05:00,101101.0,101176.0,101101.0,101110.0,0.19904807,101136.55,53
2025-11-04 19:11:00-05:00,101110.25,101185.5,101084.5,101185.5,0.06166101,101099.5,37
2025-11-04 19:12:00-05:00,101185.25,101194.25,101185.25,101194.0,0.2702221,101191.5,45
2025-11-04 19:13:00-05:00,101194.0,101194.25,101090.5,101091.25,0.21536578,101128.975,48
2025-11-04 19:14:00-05:00,101140.75,101140.75,101084.25,101084.5,0.1326973,101114.525,49
2025-11-04 19:15:00-05:00,101084.5,101150.25,101014.0,101034.75,0.14736612,101099.7,52
2025-11-04 19:16:00-05:00,101034.5,101060.75,100974.5,100974.75,0.11825913,101023.0,54
2025-11-04 19:17:00-05:00,100974.75,101048.5,100974.5,101048.5,0.13962767,101002.075,32
2025-11-04 19:18:00-05:00,101048.25,101224.5,101048.25,101224.5,0.07348292,101137.575,41
2025-11-04 19:19:00-05:00,101226.75,101418.25,101224.25,101418.25,0.14963753,101332.95,49
2025-11-04 19:20:00-05:00,101418.25,101477.25,101354.0,101357.25,0.51978455,101380.575,59
2025-11-04 19:21:00-05:00,101357.0,101357.25,101251.75,101283.25,0.17049961,101256.45,49
2025-11-04 19:22:00-05:00,101283.25,101404.5,101262.25,101363.25,1.31640166,101293.5,66
2025-11-04 19:23:00-05:00,101363.0,101419.25,101300.0,101332.0,0.21909194,101350.525,69
2025-11-04 19:24:00-05:00,101367.0,101367.25,101265.75,101280.0,0.11763385,101332.075,56
2025-11-04 19:25:00-05:00,101280.0,101280.0,101185.75,101215.75,0.09025404,101221.9,47
2025-11-04 19:26:00-05:00,101215.75,101215.75,101100.0,101132.25,0.10815908,101164.525,37
2025-11-04 19:27:00-05:00,101132.25,101143.5,101100.0,101100.25,0.11448846,101124.95,46
2025-11-04 19:28:00-05:00,101100.25,101133.5,101069.5,101108.75,0.3023464,101102.4,45
2025-11-04 19:29:00-05:00,101086.5,101086.5,100979.75,100979.75,0.17779795,101019.825,47
2025-11-04 19:30:00-05:00,100970.0,101019.25,100921.25,101006.75,0.08240417,100936.15,36
2025-11-04 19:31:00-05:00,101006.75,101059.25,100977.75,101059.25,0.12947102,101010.6,60
2025-11-04 19:32:00-05:00,101059.25,101059.25,100965.75,100966.0,0.03799097,100982.05,48
2025-11-04 19:33:00-05:00,100966.0,100966.0,100799.75,100830.5,0.16312125,100844.85,52
2025-11-04 19:34:00-05:00,100830.5,100882.25,100760.0,100862.0,0.13289048,100816.475,56
2025-11-04 19:35:00-05:00,100862.0,100862.0,100720.25,100720.5,0.53186852,100734.225,52
2025-11-04 19:36:00-05:00,100700.5,100706.5,100587.75,100587.75,0.197642,100648.2,36
2025-11-04 19:37:00-05:00,100585.5,101505.0,100585.5,100660.0,1.3256071,100589.85,58
2025-11-04 19:38:00-05:00,100660.0,101505.0,99997.5,100814.0,0.36098946,100616.075,57
2025-11-04 19:39:00-05:00,100814.0,100814.0,100693.5,100693.75,0.42899963,100714.65,45
2025-11-04 19:40:00-05:00,100693.5,100732.5,100658.25,100658.25,0.18709772,100685.05,52
2025-11-04 19:41:00-05:00,100658.25,100658.25,100494.5,100517.25,0.68239163,100589.65,62
2025-11-04 19:42:00-05:00,100568.75,100576.75,100543.5,100561.0,0.04736045,100555.55,45
2025-11-04 19:43:00-05:00,100561.0,100561.0,100382.75,100546.75,1.165417,100388.525,62
2025-11-04 19:44:00-05:00,100547.0,100547.0,100393.75,100393.75,0.09022594,100451.275,38
2025-11-04 19:45:00-05:00,100393.75,100472.25,100393.5,100445.75,0.11038161,100454.025,54
2025-11-04 19:46:00-05:00,100445.75,100466.75,100445.5,100466.5,0.02778546,100447.25,48
2025-11-04 19:47:00-05:00,100486.25,100505.25,100414.75,100428.75,0.14808636,100453.6,43
2025-11-04 19:48:00-05:00,100408.25,100442.75,100408.25,100435.5,0.17349824,100431.65,40
2025-11-04 19:49:00-05:00,100435.5,100492.5,100435.5,100474.0,0.1892608,100484.175,41
2025-11-04 19:50:00-05:00,100474.0,100499.25,100422.5,100495.5,0.61377493,100436.7,48
2025-11-04 19:51:00-05:00,100495.75,100511.75,100495.5,100511.5,0.03083512,100503.875,44
2025-11-04 19:52:00-05:00,100511.5,100511.75,100367.0,100367.25,0.687729,100401.75,53
2025-11-04 19:53:00-05:00,100358.0,100466.75,100331.5,100446.25,0.06137669,100381.725,38
2025-11-04 19:54:00-05:00,100446.0,100699.5,100446.0,100698.0,0.76308481,100542.9,64
2025-11-04 19:55:00-05:00,100676.5,100708.0,100563.5,100565.5,0.09349801,100609.275,55
2025-11-04 19:56:00-05:00,100565.5,100565.5,100514.75,100515.0,0.07128076,100533.325,47
2025-11-04 19:57:00-05:00,100515.0,100609.75,100515.0,100609.75,0.03783861,100577.2,40
2025-11-04 19:58:00-05:00,100609.75,100609.75,100599.5,100599.75,0.02971816,100604.55,39
2025-11-04 19:59:00-05:00,100599.75,100599.75,100534.75,100535.0,0.09012278,100583.75,32
2025-11-04 20:00:00-05:00,100559.75,100560.0,100501.0,100544.0,0.12199669,100536.7,49
2025-11-04 20:01:00-05:00,100582.5,100617.0,100495.0,100495.25,0.10528662,100554.85,37
2025-11-04 20:02:00-05:00,100495.0,100495.0,100315.5,100330.75,0.10662449,100398.625,41
2025-11-04 20:03:00-05:00,100330.75,100374.0,100330.0,100336.75,0.18719675,100343.95,51
2025-11-04 20:04:00-05:00,100327.75,100327.75,100220.5,100220.75,0.08855709,100267.15,37
2025-11-04 20:05:00-05:00,100220.75,100296.5,100140.0,100144.0,0.13251615,100240.4,42
2025-11-04 20:06:00-05:00,100114.75,100199.25,100069.25,100182.5,0.08761726,100126.9,51
2025-11-04 20:07:00-05:00,100182.75,100182.75,100066.0,100087.75,0.07112641,100133.675,42
2025-11-04 20:08:00-05:00,100079.0,100119.0,100030.75,100049.75,0.13787136,100084.575,41
2025-11-04 20:09:00-05:00,100050.0,100091.0,100043.75,100090.75,0.05767279,100058.725,44
2025-11-04 20:10:00-05:00,100090.75,100284.25,100090.75,100284.0,0.07534422,100173.975,50
2025-11-04 20:11:00-05:00,100314.5,100365.25,100304.5,100304.75,0.05837356,100327.375,41
2025-11-04 20:12:00-05:00,100305.0,100335.25,100224.0,100259.25,0.13054909,100277.825,57
2025-11-04 20:13:00-05:00,100259.25,100299.75,100239.5,100282.0,0.11462524,100280.7,45
2025-11-04 20:14:00-05:00,100282.0,101177.75,100282.0,101177.5,0.17307651,100305.4,43
2025-11-04 20:15:00-05:00,100338.25,100340.25,100202.5,100275.75,0.39363698,100292.0,47
2025-11-04 20:16:00-05:00,100250.5,100260.75,100124.0,100124.25,0.33766974,100154.6,55
2025-11-04 20:17:00-05:00,100090.0,100090.25,99872.75,99873.0,0.41772698,100001.85,55
2025-11-04 20:18:00-05:00,99911.75,99958.5,99863.25,99878.25,0.3925535,99880.925,50
2025-11-04 20:19:00-05:00,99878.5,99878.5,99662.5,99662.75,0.896249,99724.125,64
2025-11-04 20:20:00-05:00,99688.25,99733.5,99665.75,99733.5,0.13294348,99683.475,48
2025-11-04 20:21:00-05:00,99733.25,99753.5,99534.75,99712.5,0.40486639,99637.475,66
2025-11-04 20:22:00-05:00,99729.5,99750.5,99459.0,99489.25,0.53112802,99560.9,71
2025-11-04 20:23:00-05:00,99489.25,99500.0,99356.75,99389.0,0.67449529,99381.65,67
2025-11-04 20:24:00-05:00,99389.25,99489.25,99354.5,99472.75,0.16366839,99458.2,51
2025-11-04 20:25:00-05:00,99463.0,99463.0,99129.5,99180.0,0.42443715,99254.4,57
2025-11-04 20:26:00-05:00,99155.0,99177.75,99101.0,99177.75,0.27473378,99126.925,44
2025-11-04 20:27:00-05:00,99207.25,99242.75,99108.0,99161.5,0.91510635,99167.15,80
2025-11-04 20:28:00-05:00,99161.25,99215.25,98704.0,99118.0,0.337926,99097.4,61
2025-11-04 20:29:00-05:00,99118.0,99201.25,99072.5,99091.25,0.24771192,99121.65,69
2025-11-04 20:30:00-05:00,99091.0,99486.0,99083.0,99465.0,0.19747983,99154.3,56
2025-11-04 20:31:00-05:00,99465.0,99548.75,99337.5,99375.5,0.17942199,99415.2,60
2025-11-04 20:32:00-05:00,99339.5,99340.75,99235.0,99307.75,0.14681659,99267.95,56
2025-11-04 20:33:00-05:00,99339.25,99339.25,99000.25,99061.0,0.46380221,99078.575,59
2025-11-04 20:34:00-05:00,99012.25,99138.75,99009.0,99129.0,0.08991361,99076.2,51
2025-11-04 20:35:00-05:00,99131.5,99296.0,99008.25,99075.5,10.28341163,99104.4,100
2025-11-04 20:36:00-05:00,99075.0,99371.5,99075.0,99303.25,0.48331101,99299.775,50
2025-11-04 20:37:00-05:00,99321.75,99490.5,99321.5,99454.25,0.53923165,99422.7,61
2025-11-04 20:38:00-05:00,99454.5,99454.5,99164.25,99164.25,1.27633426,99304.225,49
2025-11-04 20:39:00-05:00,99175.25,99175.25,99000.0,99000.0,0.38538815,99034.075,61
